CRM_ATPT_CPTD_CD,LAW_CAT_CD,OFNS_DESC,PD_DESC,PREM_TYP_DESC,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,BLACK HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 3 & 2, OF M",STREET,45-64,WHITE,M,25-44,ASIAN/PAC.ISL,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE-HOUSE,45-64,WHITE,M,45-64,WHITE,F
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,25-44,BLACK,F,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,65+,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,F,18-24,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,F,65+,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",DEPARTMENT STORE,18-24,BLACK,M,25-44,WHITE HISPANIC,M
COMPLETED,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",RESIDENCE - APT. HOUSE,18-24,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",SMALL MERCHANT,45-64,WHITE,F,25-44,WHITE,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",STREET,45-64,ASIAN/PAC.ISL,M,45-64,ASIAN/PAC.ISL,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ADMINISTRATIVE CODE,"ADM.CODE,UNCLASSIFIED MISDEMEA",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",COMMERCIAL BUILDING,18-24,WHITE,M,25-44,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,45-64,BLACK,M,45-64,ASIAN/PAC.ISL,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,45-64,ASIAN/PAC.ISL,M,45-64,BLACK HISPANIC,M
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,45-64,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,25-44,BLACK,F,45-64,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,25-44,BLACK,F,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,F,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,PARKING LOT/GARAGE (PRIVATE),25-44,ASIAN/PAC.ISL,M,25-44,ASIAN/PAC.ISL,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",GROCERY/BODEGA,25-44,ASIAN/PAC.ISL,M,25-44,BLACK,M
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",PARKING LOT/GARAGE (PRIVATE),25-44,BLACK,F,25-44,BLACK,F
COMPLETED,FELONY,ARSON,"ARSON 2,3,4",RESIDENCE - APT. HOUSE,25-44,WHITE,M,25-44,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE-HOUSE,25-44,WHITE HISPANIC,F,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,TRANSIT - NYC SUBWAY,18-24,WHITE HISPANIC,F,18-24,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,18-24,BLACK,F,25-44,BLACK,F
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,OTHER,25-44,BLACK HISPANIC,F,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,18-24,BLACK,F,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE-HOUSE,25-44,BLACK HISPANIC,M,18-24,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,18-24,WHITE,M,45-64,WHITE,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,WHITE,M,25-44,WHITE,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,18-24,AMER IND,F,18-24,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,25-44,WHITE,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,<18,WHITE HISPANIC,F,45-64,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,65+,ASIAN/PAC.ISL,M,65+,ASIAN/PAC.ISL,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,<18,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",TRANSIT - NYC SUBWAY,25-44,WHITE HISPANIC,M,<18,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,BLACK,M
ATTEMPTED,FELONY,BURGLARY,"BURGLARY,RESIDENCE,DAY",RESIDENCE-HOUSE,18-24,BLACK,M,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,OTHER,25-44,BLACK,F,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,<18,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,25-44,ASIAN/PAC.ISL,M,25-44,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE-HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,F,25-44,WHITE HISPANIC,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED CRIMINAL CONTEMPT,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,65+,BLACK,M,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,OTHER,25-44,BLACK,F,18-24,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,M,45-64,BLACK,M
COMPLETED,FELONY,BURGLARY,"BURGLARY,RESIDENCE,DAY",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,RESIDENCE - APT. HOUSE,18-24,WHITE HISPANIC,M,18-24,BLACK,F
COMPLETED,FELONY,ROBBERY,"ROBBERY,DWELLING",RESIDENCE - APT. HOUSE,45-64,BLACK,F,65+,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",STREET,25-44,BLACK,F,45-64,ASIAN/PAC.ISL,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",STREET,45-64,ASIAN/PAC.ISL,M,45-64,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,18-24,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,ASIAN/PAC.ISL,F,25-44,WHITE,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - PUBLIC HOUSING,25-44,BLACK HISPANIC,M,25-44,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,25-44,WHITE,F,45-64,WHITE,M
COMPLETED,FELONY,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,UNCL",STREET,25-44,WHITE HISPANIC,M,25-44,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",OTHER,45-64,BLACK,F,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE-HOUSE,<18,BLACK,M,18-24,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE-HOUSE,25-44,WHITE,F,45-64,WHITE,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - PUBLIC HOUSING,25-44,BLACK,F,18-24,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,18-24,ASIAN/PAC.ISL,M,<18,ASIAN/PAC.ISL,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,18-24,BLACK,M,25-44,ASIAN/PAC.ISL,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,18-24,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,25-44,WHITE HISPANIC,M,25-44,WHITE,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,GROCERY/BODEGA,25-44,WHITE,M,25-44,WHITE,M
ATTEMPTED,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",STREET,18-24,WHITE HISPANIC,M,25-44,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,F,25-44,WHITE,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",RESIDENCE - APT. HOUSE,25-44,BLACK,F,45-64,BLACK,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",OTHER,18-24,WHITE HISPANIC,F,25-44,BLACK,M
COMPLETED,FELONY,ROBBERY,"ROBBERY,HOME INVASION",RESIDENCE - APT. HOUSE,18-24,BLACK,M,18-24,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,25-44,WHITE HISPANIC,M
ATTEMPTED,FELONY,ROBBERY,"ROBBERY,RESIDENTIAL COMMON AREA",RESIDENCE - PUBLIC HOUSING,25-44,BLACK HISPANIC,M,25-44,BLACK HISPANIC,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",OTHER,18-24,BLACK,M,18-24,BLACK HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - PUBLIC HOUSING,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,25-44,BLACK HISPANIC,M,25-44,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,45-64,BLACK,M,18-24,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,<18,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,65+,WHITE HISPANIC,F,25-44,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,18-24,BLACK,M,18-24,WHITE HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,18-24,WHITE HISPANIC,F,18-24,WHITE HISPANIC,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",STREET,25-44,WHITE HISPANIC,M,25-44,WHITE,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED CRIMINAL CONTEMPT,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,BLACK HISPANIC,F
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,TRANSIT - NYC SUBWAY,25-44,WHITE HISPANIC,F,45-64,BLACK,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,TRANSIT FACILITY (OTHER),45-64,BLACK,M,25-44,WHITE,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",RESIDENCE - APT. HOUSE,25-44,BLACK,M,45-64,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",HOSPITAL,45-64,BLACK,F,25-44,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,F,25-44,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,<18,BLACK,F,45-64,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - PUBLIC HOUSING,<18,BLACK,F,45-64,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - PUBLIC HOUSING,25-44,BLACK,M,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,45-64,BLACK HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,BLACK,F,25-44,BLACK,M
COMPLETED,MISDEMEANOR,ADMINISTRATIVE CODE,"ADM.CODE,UNCLASSIFIED MISDEMEA",RESIDENCE - APT. HOUSE,25-44,ASIAN/PAC.ISL,F,45-64,ASIAN/PAC.ISL,F
COMPLETED,MISDEMEANOR,OTHER OFFENSES RELATED TO THEF,"THEFT OF SERVICES, UNCLASSIFIE",TAXI (YELLOW LICENSED),25-44,WHITE HISPANIC,M,45-64,ASIAN/PAC.ISL,M
COMPLETED,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",STREET,18-24,BLACK,M,18-24,BLACK,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,HOTEL/MOTEL,18-24,BLACK,F,25-44,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",STREET,18-24,BLACK,F,18-24,BLACK,F
COMPLETED,MISDEMEANOR,OFFENSES AGAINST PUBLIC ADMINI,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,65+,WHITE HISPANIC,M,45-64,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,BLACK,M,45-64,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,18-24,WHITE HISPANIC,M,18-24,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,BLACK,M,45-64,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE,F,25-44,WHITE,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE-HOUSE,18-24,BLACK,M,<18,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",GROCERY/BODEGA,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,STREET,25-44,BLACK,M,45-64,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,<18,BLACK,F,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,STREET,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,BUS (NYC TRANSIT),18-24,BLACK,M,<18,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,M,45-64,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,25-44,WHITE,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,RESIDENCE - APT. HOUSE,25-44,BLACK HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,F,45-64,BLACK,M
COMPLETED,FELONY,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,PUBLIC SCHOOL,25-44,BLACK,M,<18,BLACK,M
COMPLETED,FELONY,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",PUBLIC SCHOOL,18-24,BLACK,M,<18,ASIAN/PAC.ISL,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",RESIDENCE - APT. HOUSE,65+,BLACK,F,65+,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,65+,BLACK,M,65+,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",PUBLIC SCHOOL,<18,BLACK HISPANIC,M,<18,WHITE HISPANIC,M
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - PUBLIC HOUSING,18-24,BLACK,M,18-24,BLACK,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,18-24,BLACK,M,<18,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",BUS STOP,25-44,WHITE,M,<18,ASIAN/PAC.ISL,F
COMPLETED,FELONY,FELONY ASSAULT,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,45-64,WHITE HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE-HOUSE,25-44,BLACK,M,25-44,BLACK,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,PARKING LOT/GARAGE (PUBLIC),18-24,WHITE,M,18-24,WHITE,M
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,RESIDENCE - APT. HOUSE,<18,BLACK,M,45-64,BLACK,M
COMPLETED,MISDEMEANOR,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,45-64,BLACK HISPANIC,F,25-44,BLACK HISPANIC,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,45-64,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,BAR/NIGHT CLUB,25-44,WHITE,M,25-44,ASIAN/PAC.ISL,F
COMPLETED,FELONY,FELONY ASSAULT,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,BLACK,F
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,ASIAN/PAC.ISL,M,45-64,BLACK HISPANIC,F
COMPLETED,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",RESIDENCE-HOUSE,25-44,BLACK,F,25-44,BLACK,M
COMPLETED,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,25-44,WHITE HISPANIC,M,25-44,WHITE HISPANIC,F
COMPLETED,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,COMMERCIAL BUILDING,45-64,BLACK HISPANIC,M,45-64,WHITE,F
